Nome do Produto;Descricao do Produto;Fabricante;Nome da Marca;Tipo;Custo Unitario;Preco Unitario;ID Produto;ID Subcategoria
Contoso 4-Line Corded Cordless Telephone M203 Black;4-Line operation, includes 1 corded handset with base, 1 cordless handset with charger, up to 6 handsets capability 60 channels;Contoso, Ltd;Contoso;Regular;15,17;0.0;1333;29
Contoso Expandable 3-Handset Cordless Phone System M204 Black;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;16,55;0.0;1334;29
Contoso Expandable 2-Handset Cordless Phone System M205 Black;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;18,48;0.0;1335;29
Contoso Expandable 4-Handset Cordless Phone System M206 Black;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;20,15;0.0;1336;29
Contoso Expandable1-Handset Cordless Phone System M207 Black;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;21,82;0.0;1337;29
Contoso Digital Cordless Expansion Handset Phone M900 Black;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;15,17;0.0;1338;29
Contoso 2-Line Speakerphone M109 Black;2-Line speakerphone, conference call between an outside line and up to 2 handsets;Contoso, Ltd;Contoso;Regular;16,55;0.0;1339;29
Contoso Phone with Memory Dialing-single line E88 Black;Memory for 100 contact entries;Contoso, Ltd;Contoso;Econômico;7,23;0.0;1340;29
Contoso Phone with Memory Dialing-2 lines E90 Black;Memory for 100 contact entries, three-party conferencing, and each line can be set to its own distinct ringtone;Contoso, Ltd;Contoso;Econômico;8,16;17.6;1341;29
Contoso Integrated Business Phone With card L10 Black;Receiver volume control, 32-digit redials, 12 memory-dialing presets, up to 21 digits;Contoso, Ltd;Contoso;Luxo;13,92;46.2;1342;29
Contoso Integrated Business Phone L08 Black;Business Speakerphone built into base, headset jack for hands-free operation with optional headset;Contoso, Ltd;Contoso;Luxo;10,27;34.1;1343;29
Contoso Phone for MSN E200 Black;Phone for MSN;Contoso, Ltd;Contoso;Econômico;8,16;17.6;1344;29
Contoso 4-Line Expandable Cordless Phone System M900 Black;"Operate via wireless Internet connection, making calls to reviewing call history; support all standard wireless network encryption protocols";Contoso, Ltd;Contoso;Regular;10,12;24.200000000000003;1345;29
Contoso Lifestyles Series - Big Button Cordless phone M800 Black;Big button cordless phone;Contoso, Ltd;Contoso;Regular;10,58;25.3;1346;29
Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 Black;"Up to 15 hours battery life/talk time; up to 8 days standby";Contoso, Ltd;Contoso;Regular;9,66;23.1;1347;29
Contoso Waterproof Accessory Handset and Charging Cradle M609 Black;Waterproof Accessory Handset and Charging Cradle;Contoso, Ltd;Contoso;Regular;10,57;0.0;1348;29
Contoso Single-line phones E10 White;1-line operation, LCD display - monochrome;Contoso, Ltd;Contoso;Econômico;5,09;0.0;1349;29
Contoso Dual Handset Cordless Phone System E20 White;Dual handset cordless phone system with answering system;Contoso, Ltd;Contoso;Econômico;6,62;0.0;1350;29
Contoso 3 Handset Cordless Phone System E30 White;16-minute all-digital answering system, wireless network friendly;Contoso, Ltd;Contoso;Econômico;8,66;0.0;1351;29
Contoso Phone System Accessory Handset with Charger M308 White;Built-in 60-minute digital answering machine;Contoso, Ltd;Contoso;Regular;12,41;0.0;1364;29
Contoso 2-Line Corded Cordless Telephone M202 White;Digital duplex speakerphones built into back of handset, built-in clock with alarm on handset;Contoso, Ltd;Contoso;Regular;13,33;0.0;1365;29
Contoso 4-Line Corded Cordless Telephone M203 White;4-Line operation, includes 1 corded handset with base, 1 cordless handset with charger, up to 6 handsets capability 60 channels;Contoso, Ltd;Contoso;Regular;15,17;0.0;1366;29
Contoso Expandable 3-Handset Cordless Phone System M204 White;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;16,55;0.0;1367;29
Contoso Expandable 2-Handset Cordless Phone System M205 White;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;18,48;0.0;1368;29
Contoso Expandable 4-Handset Cordless Phone System M206 White;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;20,15;0.0;1369;29
Contoso Expandable1-Handset Cordless Phone System M207 White;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;21,82;0.0;1370;29
Contoso Digital Cordless Expansion Handset Phone M900 White;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;15,17;0.0;1371;29
Contoso 2-Line Speakerphone M109 White;Line speakerphone, conference call between an outside line and up to 2 handsets;Contoso, Ltd;Contoso;Regular;16,55;0.0;1372;29
Contoso Phone with Memory Dialing-single line E88 White;Memory for 100 contact entries;Contoso, Ltd;Contoso;Econômico;7,23;0.0;1373;29
Contoso Phone with Memory Dialing-2 lines E90 White;Memory for 100 contact entries, three-party conferencing, each line can be set to its own distinct ringtone;Contoso, Ltd;Contoso;Econômico;8,16;17.6;1374;29
Contoso Integrated Business Phone With card L10 White;Receiver volume control, 32-digit redials, 12 memory-dialing presets, up to 21 digits;Contoso, Ltd;Contoso;Luxo;13,92;46.2;1375;29
Contoso Integrated Business Phone L08 White;Business Speakerphone built into base, headset jack for hands-free operation with optional headset;Contoso, Ltd;Contoso;Luxo;10,27;34.1;1376;29
Contoso Phone for MSN E200 White;Phone for MSN;Contoso, Ltd;Contoso;Econômico;8,16;17.6;1377;29
Contoso 4-Line Expandable Cordless Phone System M900 White;"Operate via wireless Internet connection, making calls to reviewing call history; support all standard wireless network encryption protocols";Contoso, Ltd;Contoso;Regular;10,12;24.200000000000003;1378;29
Contoso Lifestyles Series - Big Button Cordless phone M800 White;Big button cordless phone;Contoso, Ltd;Contoso;Regular;10,58;25.3;1379;29
Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 White;"Up to 15 hours battery life/talk time; up to 8 days standby";Contoso, Ltd;Contoso;Regular;9,66;23.1;1380;29
Contoso Waterproof Accessory Handset and Charging Cradle M609 White;Waterproof Accessory Handset and Charging Cradle;Contoso, Ltd;Contoso;Regular;10,57;0.0;1381;29
Contoso Single-line phones E10 Grey;1-line operation, LCD display - monochrome;Contoso, Ltd;Contoso;Econômico;5,09;0.0;1382;29
Contoso Dual Handset Cordless Phone System E20 Grey;Dual handset cordless phone system with answering system;Contoso, Ltd;Contoso;Econômico;6,62;0.0;1383;29
Contoso 3 Handset Cordless Phone System E30 Grey;16-minute all-digital answering system, wireless network friendly;Contoso, Ltd;Contoso;Econômico;8,66;0.0;1384;29
Contoso Multi-line phones M30 Grey;3 handsets, 1 base, and 2 chargers;Contoso, Ltd;Contoso;Regular;10,57;0.0;1385;29
Contoso KSU-less key system M38 Grey;Enjoy unlimited US calling, exceptional voice quality;Contoso, Ltd;Contoso;Regular;12,41;0.0;1386;29
Contoso Hybrid system M60 Grey;Dual Keypad, talking caller ID, handset speakerphone, expandable up to 6 handsets;Contoso, Ltd;Contoso;Regular;13,33;0.0;1387;29
Contoso Private Branch Exchange M88 Grey;Caller ID feature, Lighted keypad, handset speakerphone;Contoso, Ltd;Contoso;Regular;15,17;0.0;1388;29
Contoso 4 Handset Cordless Phone System M86 Grey;Lighted keypad, handset speaker phone, expandable up to 6 handsets;Contoso, Ltd;Contoso;Regular;16,55;0.0;1389;29
Contoso Private Automatic Branch Exchange M65 Grey;Digital answering machine with 16 minutes recording time;Contoso, Ltd;Contoso;Regular;17,93;0.0;1390;29
Contoso Electronic Private Automatic Branch Exchange M90 Grey;Phonebook directory with memory for 20 entries silver;Contoso, Ltd;Contoso;Regular;18,39;0.0;1391;29
Contoso Centrex Phone System L10 Grey;5.8 GHz frequency that won't interfere with wireless networks, caller ID/Call waiting compatible with memory for last 45 callers;Contoso, Ltd;Contoso;Luxo;14,24;0.0;1392;29
Contoso In front of Centrex L15 Grey;Lighted keypad, caller ID,3-way conferencing ,expandable up to 6 handsets;Contoso, Ltd;Contoso;Luxo;15,57;0.0;1393;29
Contoso behind Centrex X15 Grey;LCD screen for viewing contacts, compatible with PCs, plug into USB port for use;Contoso, Ltd;Contoso;Luxo;16,56;0.0;1394;29
Contoso Phone with 13-Number Memory (210) M301 Grey;Phone with 13-number memory (210);Contoso, Ltd;Contoso;Regular;7,81;0.0;1395;29
Contoso Expandable Cordless Phone System M008 Grey;Special backlit keypad, receiver volume control, handset volume control;Contoso, Ltd;Contoso;Regular;10,57;0.0;1396;29
Contoso Phone System Accessory Handset with Charger M308 Grey;Built-in 60-minute digital answering machine;Contoso, Ltd;Contoso;Regular;12,41;0.0;1397;29
Contoso 2-Line Corded Cordless Telephone M202 Grey;Digital duplex speakerphones built into back of handset, built-in clock with alarm on handset;Contoso, Ltd;Contoso;Regular;13,33;0.0;1398;29
Contoso 4-Line Corded Cordless Telephone M203 Grey;4-Line operation, includes 1 corded handset with base, 1 cordless handset with charger, up to 6 handsets capability 60 channels;Contoso, Ltd;Contoso;Regular;15,17;0.0;1399;29
Contoso Expandable 3-Handset Cordless Phone System M204 Grey;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;16,55;0.0;1400;29
Contoso Expandable 2-Handset Cordless Phone System M205 Grey;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;18,48;0.0;1401;29
Contoso Expandable 4-Handset Cordless Phone System M206 Grey;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;20,15;0.0;1402;29
Contoso Expandable1-Handset Cordless Phone System M207 Grey;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;21,82;0.0;1403;29
Contoso Digital Cordless Expansion Handset Phone M900 Grey;Additional handset for phone systems, light-up indicator for quick reference, backlit keypad for easy use, Digital speakerphone for hands-free use or conference calls, space-saving wall-mountable design;Contoso, Ltd;Contoso;Regular;15,17;0.0;1404;29
Contoso 2-Line Speakerphone M109 Grey;Line speakerphone, conference call between an outside line and up to 2 handsets;Contoso, Ltd;Contoso;Regular;16,55;0.0;1405;29
Contoso Phone with Memory Dialing-single line E88 Grey;Memory for 100 contact entries;Contoso, Ltd;Contoso;Econômico;7,23;0.0;1406;29
Contoso Phone with Memory Dialing-2 lines E90 Grey;Memory for 100 contact entries, three-party conferencing, and each line can be set to its own distinct ringtone;Contoso, Ltd;Contoso;Econômico;8,16;17.6;1407;29
Contoso General Carrying Case E304 Blue;General carrying case for compatible cyber shot digital camera, protect camera from occasional bumps and bruises;Contoso, Ltd;Contoso;Econômico;10,19;0.0;1256;28
Contoso Cyber Shot Digital Cameras Adapter E306 Pink;Supplies a steady and reliable source of power, perfect for use while transferring images;Contoso, Ltd;Contoso;Econômico;20,39;0.0;1257;28
Contoso Cyber Shot Digital Cameras Adapter E306 Blue;Supplies a steady and reliable source of power, perfect for use while transferring images;Contoso, Ltd;Contoso;Econômico;20,39;0.0;1258;28
Contoso Lens Cap Keeper E314 Yellow;Attaches lens cap to the lens, to avoid losing it;Contoso, Ltd;Contoso;Econômico;3,54;0.0;1271;28
Contoso Lens Cap Keeper E314 White;Attaches lens cap to the lens, to avoid losing it;Contoso, Ltd;Contoso;Econômico;3,54;0.0;1272;28
Contoso Lens Cap Keeper E314 Silver;Attaches lens cap to the lens, to avoid losing it;Contoso, Ltd;Contoso;Econômico;3,54;0.0;1273;28
Contoso Digital Cameras Lightweight Tripod E316 White;Panning angle: 360 degrees, maximum Load: 3kg tilt angle: 60-90 degrees;Contoso, Ltd;Contoso;Econômico;26,58;0.0;1274;28
Contoso Digital Cameras Lightweight Tripod E316 Black;Panning angle: 360 degrees, maximum Load: 3kg tilt angle: 60-90 degrees;Contoso, Ltd;Contoso;Econômico;26,58;0.0;1275;28
Contoso Digital Cameras Lightweight Tripod E316 Pink;Panning angle: 360 degrees, maximum Load: 3kg tilt angle: 60-90 degrees;Contoso, Ltd;Contoso;Econômico;26,58;0.0;1276;28
Contoso Digital Cameras Lightweight Tripod E316 Silver;Panning angle: 360 degrees, maximum Load: 3kg tilt angle: 60-90 degrees;Contoso, Ltd;Contoso;Econômico;26,58;0.0;1277;28
Contoso General Soft Carrying Case E318 Blue;General purpose soft carrying case for slim cyber shot digital cameras;Contoso, Ltd;Contoso;Econômico;7,64;0.0;1278;28
Contoso General Soft Carrying Case E318 Black;General purpose soft carrying case for slim cyber shot digital cameras;Contoso, Ltd;Contoso;Econômico;7,64;0.0;1279;28
Contoso General Soft Carrying Case E318 Silver;General purpose soft carrying case for slim cyber shot digital cameras;Contoso, Ltd;Contoso;Econômico;7,64;0.0;1280;28
Contoso General Soft Carrying Case E318 White;General purpose soft carrying case for slim cyber shot digital cameras;Contoso, Ltd;Contoso;Econômico;7,64;0.0;1281;28
Contoso Mini Battery Charger Kit E320 Red;Universal 110-240V AC power source, a car adapter;Contoso, Ltd;Contoso;Econômico;12,74;0.0;1282;28
Contoso Rechargeable Li-Ion Battery Pack E300 Silver;Width 1-7/16 x height 11/32 x depth 1-11/16;Contoso, Ltd;Contoso;Econômico;25,49;0.0;1247;28
Contoso Rechargeable Li-Ion Battery Pack E300 Black;Width 1-7/16 x height 11/32 x depth 1-11/17;Contoso, Ltd;Contoso;Econômico;25,49;0.0;1248;28
Contoso Rechargeable Li-Ion Battery Pack E300 White;Width 1-7/16 x height 11/32 x depth 1-11/18;Contoso, Ltd;Contoso;Econômico;25,49;0.0;1249;28
Contoso Travel Charger for S-Series Battery E302 Silver;Fully charges an NP-BG1 battery in approximately 1.5 hours;Contoso, Ltd;Contoso;Econômico;30,58;0.0;1250;28
Contoso Travel Charger for S-Series Battery E302 Black;Fully charges an NP-BG1 battery in approximately 1.5 hours;Contoso, Ltd;Contoso;Econômico;30,58;0.0;1251;28
Contoso Travel Charger for S-Series Battery E302 White;Fully charges an NP-BG1 battery in approximately 1.5 hours;Contoso, Ltd;Contoso;Econômico;30,58;0.0;1252;28
Contoso General Carrying Case E304 Silver;General carrying case for compatible cyber shot digital camera, protect camera from occasional bumps and bruises;Contoso, Ltd;Contoso;Econômico;10,19;0.0;1253;28
Contoso General Carrying Case E304 Black;General carrying case for compatible cyber shot digital camera, protect camera from occasional bumps and bruises;Contoso, Ltd;Contoso;Econômico;10,19;0.0;1254;28
Contoso General Carrying Case E304 White;General carrying case for compatible cyber shot digital camera, protect camera from occasional bumps and bruises;Contoso, Ltd;Contoso;Econômico;10,19;0.0;1255;28
Contoso Cyber Shot Digital Cameras Adapter E306 Black;Supplies a steady and reliable source of power, perfect for use while transferring images;Contoso, Ltd;Contoso;Econômico;20,39;0.0;1259;28
Contoso Multi-Use Terminal Cable E308 Silver;Connects Cyber-shot camera to most other compatible products, includes video, audio and USB out, plus it connects to your power supply;Contoso, Ltd;Contoso;Econômico;18,86;0.0;1260;28
Contoso Multi-Use Terminal Cable E308 White;Connects Cyber-shot camera to most other compatible products, includes video, audio and USB out, plus it connects to your power supply;Contoso, Ltd;Contoso;Econômico;18,86;0.0;1261;28
